리뷰,별점
다 알면서도 손에 땀이 흥건하게 만드는 압도적 연출 OST는 거들뿐,8
"문제가 해결되지 않은채 결론난 영화 남자의 트라우마는 해결되었지만 상대방의 아픔은 개의치않고 희생을 강요함.강아지 유기가 정답은 아니지만 대안이 있는데, 굳이 그런결정을 해야했을까하는 아쉬움이 많이 들게하는 영화귀엽고 힐링물이라고 하기에는 너무 대책없는 결말이 어이없음",8
최고의 영화입니다. 2탄 언제 나올까요..,10
어렴풋이 쫓던 과거를 만나 미래를 향해 독려하고 등을 밀어주는 이야기사족인 구간 좀 있는거야 마감독이 늘 그랬지만 이 정도면 뭐 곱씹을거리도 있고 괜찮았다고 생각,9
"개연성 없다는 사람들은 내용 이해를 못 한 건가 싶을 정도로 완벽한 영화였다. 감독의 의도도 명확히 드러나고. 내용 이해 안 되는 분들 해석 검색해서 보시고 영화도 한 번 더 보세요. 영화 다 본 분들도 해석이랑 정보 검색해보세요. 미미즈에 대한 것도 보세요. 영화 정말 잘 만들었구나 싶을 거임. 애니메이션이 인간에게 감동을 줄 수 있다니. 무엇보다 연출, 작화, ost 이 셋은 욕하지 말자..",10
장진 감독이 왜 대학로의 천재였는지 여실히 보여주는 작품,8
신고,10
신고,10
너의이름은+날씨의아이 느낌! 개인적으로 정말 재밌었어요!,10
연기는 좋네요 ㅎㅎㅎ,3
"애플 찬양 영화는 맞는데, 중간중간 유머 포인트도 있고 반전이 너무 세서 정말 강추! 1보다 2가 난 더 재밌었음!",10
모모코와 마츠코를 거쳐 온 비주얼리스트 테츠야 감독의 정점,8
소재짜증이라 이제서야 봄 영화내내 탈레반을 응원했다 오는족족 하나님곁으로 보내주길 기원,4
~~~~진짜 거짓말안하고 예고편이 다예요~~~일명낚시영화,6
고령화 시대에 우리에게 많은 생각을 해보게 하는 영화이다. 불편한 결말은 그래서 우리를 불편하게 하지만 큰 울림으로 다가온다. 바로 나의 이야기 일수도 나의 부모 이야기일 수도 있기 때문이다. 배우들의 연기도 리얼했으며 우리의 소리로 전하는 진혼곡이 슬픔의 깊이를 더해주는 영화였다,10
생각없이 보려고 틀었는데은근 재밌네요 ㅋㅋㅋ 킬링타임용 강추,9
와..ㅆㅡㅂ 조ㄴ 나 재밌네,10
신고,10
쏘쏘,6
신고,9
이런 영화 만드니 dc가  개판이지~ 졸작을 넘어 망작. 시간 아까움 .,2
재미있어요. 잘 봤습니다.,7
신고,10
영화제목이 교섭인데 교섭이 어디 있어? 그리고 교섭을 왜 해?,4
마블은 죽었다.. 이런 된장..,5
재난으로 일상을 상실한 모든 이들의 치유를 기원하며,8
이걸 안 볼수가 있는가?,10
재미있어요. 잘 봤습니다~~!!,5
보는내내 즐거웠습니다,10
"익히 김지운 감독 영화 알고는 있었는데.. 소품(의상,가구,미술품,등등) 고증이 대충해도 될 요소까지 완벽하게 되어있어서 놀랐습니다.. 다른분들은 배우들의 연기 그리고 스토리에 몰입 한 평점이 많은데 저는 그 뒤에 요소까지 이렇게 신경 썼다는데 더욱 높은 점수를 주고 싶어요.. 미술,소품팀..역량이 대단하고 거기에 10년전 영화들과 비교했을때 비약적으로 발전한 세트장,소품,배경 덕분에 배우들 연기까지 덩달아 살아나는 느낌이었습니다.. 특히 총독부 씬...당연히 돈이 많이 들었겠죠?",10
재미있어요. 잘 봤습니다.,7
몸에 전율이 돋고 싶으시면 꼭 보세요,10
앤트맨 시리즈중 제일 별로였는데 극장에서 보기에는 나쁘지않았어요,6
생각보다 별로였지만 재밋게 봤어요,6
강아지를 좋아해서 재밌게봤어요,6
너무 재밌게 봤어요 흥행했으면 좋겠네요,7
아카데미가 품격있던 시절의 초대작.로마제국과 유대사이에 선 벤허와 예수님.,10
천벌받을 쓰레기 새끼들,1
"뻔한 헐리우드 로코인데다가, 이제 환갑 바라보는 손주 볼 나이의 주인공을 전면에 내세우면 이게 될꺼라 봄?? 그나마 OST 가 멱살잡고 끌고는 가는데, 오웬 형님 얼굴에서 최근 송대관 삼촌의 얼굴이 보일 정도라 몰입이 안됨.그에 반해 역시 히스패닉계는 확실히 덜 들어보이긴 함..",6
리디아 타르만이 있었다.,8
다시 봤는데 또 움....,10
좀 슬펐지만 그저 그랬어요,4
재밌었지만 조금은 지루했음.,7
끝에 스즈메가 스즈메한테 이야기하는 장면 대사 너무 아쉬움... 더 와닿는 대사 넣었으면 감동적이였을텐데ㅜㅜ,6
"이제 시작이니까 간절히 기도하고 있다. 좋은 영화는 관객들이 손을 잡아주실 거라 믿는다”고 했다. - 울며, 불며, 뒹굴며",7
최악. 인트로. 엔딩만 보다가 끝난듯 무한열차 생각하고 보지 마세요.,1
배우들 연기가 감동!♡! 기호 4번 전해웅~~~ 영화도 기대 이상으로 재미있었고 무대 인사도 너무 좋았어요~! 배우들 연기력을 말할 것도 없다,10
"재밌당.,.,.,.",10
삶이 너를 그곳으로 이끌더라도 너가 삶을 이곳으로 이끌어오라,9
위정자들 때문에 죽어간 청년들의 처참한 기록. 전쟁 영화에서 영상미는 사치고 감동은 거짓이고 시나리오는 불필요함을좋은 시나리오와 연출을 통해 역설적으로 말해줌.,9
최고인데 ..왜케 평점이 낮지 순간순간을 두근두근 잡힐까 떨리면서 봄..,10
너무 재미있게 잘봤습니다,10
그닥 재미 없었음...스즈메의 일본탐방 도장깨기 그게 다임 등장인물들이 자꾸 스즈메를 두고 못말리는 말괄량이를 다 봤다는 듯 특유의 오글거리고 진부한 연출로 하하! 웃어주고는 모든 상황을 얼렁뚱땅 흘려보내는데 진짜 온몸에 소름이 돋고 심술나고 열받아서 도망치고 싶었음(내가 일본감성에 면역이 없어서 이러는걸지도... 근데 일본은 이런 구닥다리 닭살 연출 언제까지 할 거임?)별 한 개는 다이신에게 별 한 개는 세리자와에게 별 한 개는 이모에게 남주여주는 매력없음 문 닫을 때 기도인지 주문인지 하여튼 그건 몇 번을 반복해서 외는 건지 억지로 각인당하는 느낌이라 당혹스러웠고... 작품메시지 자체는 내가 좋아하는 종류지만 내용자체가 걍 재미가 없고 오글거리고 지루해서 짜증나... 첫장면에서부터 결말이 예상되는 영화,6
정치 얘기 스토리 잘못 짜면 보통 지루하고 재미없는데 그런 감 전혀 없이 봤습니다. 스토리상 “타락했다”는  표현이 가장 잘 맞는 것 같고 연기력이 특히 미쳤어요..! 재밌게 봤습니다:)결말도 괜찮았어요 캐릭터상 충분히들 그럴 것 같아요,10
스토리 ost 전부 최고 입니다,10
지루하지 않은 스토리로 흥미진진하게 봤다,9
개연성을 심하게 말아먹음 인물구성과 관계 및 작중 스토리가 사실상 너의이름은 이랑 차이가 거의 없고 소재만 다름 특히 여주 감정선을 따라갈수가 없음 다이진 자체도 너무 허망하고 억지 신파를 넣느라 굳이 없어도 됐을 씬들이 있음 3부작 시리즈라서 그런지 전작들이랑 많이 비교되고 퀄 자체는 나쁘진 않지만 수작은 절대 아님,6
"“마동석 장르”를 확실하게 구축 한듯. 힘쎄고, 유머러스 하고, 의리 있는 멋쟁이 캐릭터 혼자서 다 해먹는 사기캐..근데 힘쎈건 필요 없는 캐릭터이고, 유머 코드도 영화 배경인 2000년대 중반인듯하고..그럴꺼 알고 봤는데, 빤히 그렇게 가는거 보면서, 이거 투자 하신 분들은 어떤생각이실까 싶네요?",2
영화 만들고 감독 지 혼자 보던가 뭐야 이게,3
아름다운 영상미와 어우러지는 OST만으로도 감상하기엔 충분했습니다 . 감독님의 다음작품도 기다려집니다.,9
"재미있게 보았습니다. 영상미가 대단하네요,,",10
너무지루했어요... 계속반복되는 문닫기고양이만 요석으로 다시 되돌리면 끝 시계 계속 쳐다봤네요,6
마치 뮤지컬을 보듯,9
셀럽 추천 영상 에러입니다. 셀럽 추천 영상이 필요 없는 영화에요....,10
반군들은 변함없고 계속해서 생겨날 것이다. 우리가 바뀌어야한다.,8
노잼노잼노잼노잼노잼,1
"넷플릭스로 봤는데도 억울해서 높은 평점은 못 주겠네요.연기력이 좋다는 생각도 안들고, 전형적인 스토리는 뻔하다보니 긴장감도 떨어지고,등장인물 사이에 개연성도 떨어지고, 감상포인트가 OST뿐이라는게…",2
감성적으로 와닿는 부분도 없고 보면서 재밌다라고 할만한 부분도 없는 그냥저냥인 영화였습니다.,4
원래 평점 잘 안남기는데 너무 재밌어서 안남길 수가 없다.,10
유치뽕짝... 세기말 갬성...,1
이렇게 재미없는 영화 진짜 오랜만임,1
몰입도 높은데....현실성이 좀 떨어져서평점이 낮은가~~?,8
ㅅㅂ 보다가진짜정신병자되는줄알앗네,4
진짜 별 기대안하구 봤는데 오열하고 나왔습니다.... 꼭 보세요 다들,10
신코이 마코토 믿고 본 연화작화 연출 좋아용개연성 최악결론 평점 1점,2
신고,10
여성을 위해 뭉친 여성들 멋져!,8
진짜 너의 이름은 이후로 역대급 전율감을 느꼈다….,10
으~ 마지막은 숨죽이며 보게 되는....,10
강아지 키우는 입장에서 너무 공감되는 힐링 영화에요,9
배우들의 연기가 정말 좋았습니다~!!가족들의 사랑을 느낄 수 있는 좋은 영화입니다~^^ 꼭 꼭 추천합니다 ㅎㅎ,10
재밌어요,7
실화를 바탕으로 만들어진 작품이라 스토리가 탄탄하고 더불어 배우들의 연기가 너무 대단합니다,10
그냥 보다가 빨리돌려 결말만 봤네요        요즘본 영화중에 최악임,4
심각한 우울증으로 몇년을 고생하다 더이상 살수 가 없을지경이 였는데이영화를 보고 우울증이 없어졌네요. 화려하고 멋드러진 액션과 중간중간 적절한 웃음포인트 지루하지않은 긴박한 스토리 배우들의 실력파 연기. 제 마음의 병을 낫게해주었어요.,10
"기대 너무 많이 하지말고 보면 볼만함.한편에 담기에는 너무 스토리 뒤죽박죽, 집중이 잘안됨, 지루했음..",6
뚫어 송태섭~~~~!!!!,10
"야간 자율 학습 시간에 몰래 보던 슬램덩크를 만화책으로 봤었는데, 시간이 지나고 아이들을 데리고 영화관에서 보게 되어서 너무 좋았습니다. 쵝오!",10
그런다고 일어난 일이 없어지는 것도 아니고 일어날 일이 안 일어날것도 아닌것을,7
단순 애니메이션으로 접근한다면 기대감을 충족시키기 어렵지만 지진이라는 재난을 이렇게 해석한다는게 너무 대단하다는 생각밖에안듦 감독이 또한 문에 대한 해석과 2011 동일본 모티브 자체부터 난 진짜 많는걸 담게해준 작품이라 진짜 흥미롭게봄,10
신고,4
노래와 엔딩이 여러번 나오니 흐름이 끊겨서 중간에 끝난줄알고 나갈뻔 다음번 극장판엔 그러질 않길바람 무한열차편처럼  스토리가 쭉나오게 해주세요,6
꼭 보러가세요 보는내내 눈이 즐거웟음!!,10
집중도는 좋았지만... 풀어오는 방식이 글쎄 ...  케릭터  대본 연기 배우. 다좋은데 뭐가 빠졌지?  관객의 눈은 이제 고 퀄리티 관객 수준이 넘 높아져서  이정도  멋진영화도 먼가 몇프로 부족한 느낌...  약간의 코믹도 있었고 심파도 있었고 다있었는데 뭔가 빠진느낌은...무얼까? 신선함??  반전?? 글쎄  알수가 없는...,8
다이진 진짜 졸귀내용도 재밌고 영상미 이쁩니다~~! 최고,10
걍 노잼... 돈 아까운 영화 걍 스타워즈 보셈,2
스토리가 탄탄하지 못한 느낌(나름의 세계관 속에서 앞뒤 개연성이나 떡밥회수..?)이 들었습니다. 돈이  많이 아깝진 않았습니다.,7
중간중간 맞춰지지않는 퍼즐이 비로소 마지막에 모든 퍼즐이맞춰지는 듯한 느낌의영화간만에 진한 여운을남기는 영화를 볼 수 있어서 좋았습니다.배우들의 연기력과 일상에서도 일어 날 수 있다고 생각해본영화..,10
13년이라는 긴 세월이 걸린만큼 전작보다 영상미와 CG도 뛰어나다. 3시간 동안 눈이 너무 즐거워서 좋았음.,10
신고,10
"영화인들을 위한 영화, 할리우드를 사랑하는 사람들의 영혼을 담은 영화",9
신고,10
화려한 색감과 영상미는 좋았으나 반복되는 스토리인 점은 아쉬웠음.,8
재밌고 감동적인 영화입니다,10
믿고 보는 배우들..연기력이 물이 올라 좋았고배우들 대부분이 부산 사람들이라 더 특색있게 잘 살림.,10
영화관에서 영화보다가 잠든 적은 처음이에요,4
감동적인 공연이었어요,8
"지루하고 진지한 요즘 세상에, 예상을 뛰어넘는 연출과 신현준의 응축된 이미지의 연기력이 집나간 나의 웃음을 되찾게 해주었다",10
좋았는데 sd버전 과 개그씬이 없어서 9점 줌 ㅋㅋㅋ  슬램덩크는 감동과 역동적인 움직임 연출이 제일크지만 sd버전을 활용한 개그씬도 한몫하는데 이게 너무 아쉽다,9
오늘 연차 쓰고 아침에 혼자 봤는데 너무 좋았네요 음악 그림 모든 게 너무 좋았어 요원하던 영화 딱 본 거 같아서 기분 진짜 좋네요ㅎㅎ,10
애플 제품 홍보 영화다 ㅋ 지름신 강림 ㅎ 너무 재밌음 ㅋ,10
개연성은 부족하지만 그냥저냥 뭐 볼만함,8
신고,6
잔잔하게 진행되네요.,8
그때는 마주볼 수 없었던,10
"영화에 평점을 남겨보는 것은 처음인데, 내가 느낀 감동을 다른 분들도 느꼈을까 하는 마음에 적어봅니다. 스토리의 개연성이 조금 아쉽긴 했지만 그게 생각도 나지 않을 만큼 재밌었어요.처음 문을 닫고, 바로 영화 제목이 나왔을 때 발 끝에서부터 소름이 돋았습니다",10
신고,8
평점 낮길래 기대 버리고 봤는데 꽤 흥미진진하고 실제사건도 궁금해졌어요 해석할 여지가 많은 게 호불호가 갈리는 점인 것 같아요 그래두 인물들의 관계성이며 영상미며 만족스럽게 봤었어요,7
아 내용이 너무 부실한듯 영상미는 괜찮음,5
신고,10
유병장수하고 남들 다 잘 때 일하고 돈은 쥐꼬리만큼 받고 꼭 벌 받아라 나쁜놈들아.,1
긴장감 있는 연출이 좋았습니다.,8
진짜 끝임??? ?이게끝 ?,5
"이야기가 살짝 전환되는 시점부터 동력이 부족해 보이지만, 그렇게 도달한 엔딩은 재난 3부작 중 감흥이 제일 크다.",7
후기보고 볼껄..내 시간 내놔~ 명배우들 연기는 좋으나 시나리오가 아쉽,2
믿음이 깨지는 순간,6
재밌어요~♡ 배우들 연기도 너무 좋고OST뭐예요?? 너무 신나요 ㅋㅋㅋㅋ,10
코미디도 아니고...이건 뭐하자는건지...삼류영화...유치...,1
일본영화 특유의 애절함과 청춘같은게 좋다.,10
스토리도 이상한데 남자가 하드캐리하는 연기 역시 문제.,1
두 손 모으고 봤어요!! 정말 최고였어요!♡,10
제목부터 끌립니다.철학적이다,10
일본의 고대부터 전해져 오던 이야기를 무한한 상상력으로 만들어낸 애니. 정말 재밌게 봤습니다.,10
맥북은 잘 활용하면서 시리는 잊어버리는…,10
뭔소린지는 알겠는데 재미가 없어요.,1
오래전에 보았지만 아직도 트라우마가 남아있다 ㅠㅜ 그만큼 충격적인 영화지만 색다른 공포를 연출한 감독에게 박수를 …,10
송태섭의 드라마도 좋고 음악과 연출도 멋졌다,10
간만에 눈물나는 영화를 본 것 같아요.. ㅠㅇㅠ 가족들과 함께 보기 좋은 영화입니다~!!할머님 할아버님 모셔서 다시 한 번 보러 와야겠어요~^^ 지금 이 순간부터 가족들을 사랑해야 한다는 마음이 뿜뿜 드네요♡,10
와칸다 포에버라는 상징을 닳게 만드는 영화..웃음도 감동도 액션도 밋밋한..,4
3점을 깎은 이유는 망할 다이진 고양이 때문에 깎았다. 평소 동물을 좋아하지만 이 녀석 하는 꼬라지 보면 정떨어지고 보는 내내 극혐하게 됨.,7
전형적이긴 했지만 연기들이 좋아서 몰입감이 있네요,7
"와, 박소담 지렸다... 근데 박소담이 싸움 시작한 이후 다른 캐릭터들의 행동이 하나도 이해가 안됨. 그래서 갑자기 영화가 이상해짐. 뒤로 갈수록 더 엄망. 갑자기 80년대 홍콩 영화. 음악은 인정함. 원작 영화가 끝까지 일관성이 있어서 좋았음. 그래도 윤재앙 같은 매국노가 판치는 나라에서 이런 영화가 나온 것에 의미를 둔다.",8
"날씨의 아이에서부터 이어져오는 신카이 감독의 뻔한 스토리 라인, 알 수 없는 주역들의 감정선, 아티스트 빨로 날로 먹으려는 OST.너의 이름은 대대대히트가 사람을 망친게 아닌가 싶다.",5
"여주 무명배우인가? 아무리 영화라도 그냥 천하무적이네 ㅋㅋ 연기 또한 더럽게 발연기임~원래 홍콩배우들중에 연기 못하는 애들 많은데, 이 영화속 여주는 발연기 탑급임 ㅋㅋ",1
최고의 영화입니다 ~~부모님연로하셔서 그런지 더 많이 공감되네요특히 배우들 연기도 좋지만 내용도 좋고 영상이도 넘 좋네요,10
이 나라를 지키려다 돌아가신 독립투사 여러분께 진심으로 감사드립니다....오랜만에 가슴이 뜨거워 지네요,10
별점보고 영화보면 재밋어요,10
신고,10
최고였다!,10
정치 세계를 꿰뚫어 보여준 영화. 연출 연기 스토리 영상 등 잘 구성된 영화.,10
작화가 정말 미쳤다 ㄷㄷ,10
신카이 마코토 답게 영상미 연출이 화려했지만 전전작인 너의 이름은 보다는 떨어지는 느낌이였습니다. 하지만 전작들 보다 나아진 점도 많기 때문에 몇 번 더 영화를 관람하려고 합니다:D,8
사운드 좋은 영화관보다 화질 좋은 영화관을 찾으세요,7
60년대 영화냐? 돈이 아깝네,1
스즈메는 열여덟살이다...!역시 잘생긴건 못 참치!!간만에 기분좋은 영화봐서 좋음.,10
연극을 영화화한 느낌이 강하고 실제로 그럼. 브랜든 프레이저 연기는 좋다. 대런 아로노프스키 영화 치고 삼삼함,7
양자경이 아카데미 여주상을 받는 날이 오다니!! 축하해요~~♡,10
잔잔한 웃음. 배우들의 연기가 좋았다.,6
볼수록 더 보고 싶은 영화였다.,10
신카이 영화중 가장 최고는 아직도 이작품이네요.,10
아 개노잼이네 시간 아깝다,1
네이버 평이 우릴 너무 혼란 스럽게 만들었다 재밌는데 평을 저렇게들 쓰는 이유를 모르겠네 ㅋㅋ평때매 볼까 말까 너무 고민 했는데 그냥 보면 될거 같음 어디 블랙팬서2랑 비교함 ㅋㅋㅋㅋ기대치가 낮아서 그런지 모르지만 난 너무 재밌게 봤다잉,10
신고,10
스즈메를 보면서 많이 떠오른 영화,9
아무리 생각해도 고양이를 살려줬어야됨 ㅠㅠㅠㅠ 막판에는 냥이가 다 막은거나 다름없는데 남주는 저세상까지 쫓아가서 구하고 냥이는 망설임도 없이 팽하는게 어딨음 ㅜㅜ,6
문단속 잘하고 나가자 스즈메야ㅎㅎ영상미 미쳤고 그냥 영화관 추천합니당,10
"원래 뛰어났던 작화와 연출, ost와 전에는 없었던 액션이 눈을 매우 즐겁게 해준다",10
가볍게 볼만함. 극장에서 정가관람은 비추. 집에서 보셔도 충분할것같습니다.,8
워낙 좋아하는 감독이라 믿고 보는데 역시는 역시네요~~,10
삶을 생각해보게  되는 영화,10
왜 0점은 없습니까? 0점을 줄 권리도 있어야 한다고 봅니다,1
최고!! 미래에서 기다릴게.,10
폭발하는 상상력과 즐거움. 정신없는 폭발 속에서도 이 영화는 꽃 한송이같은 메세지를 놓치지 않았다.,10
어벤져스는 기대를 저버리지 않아서 재밋엇네요!!,10
스토리가 생각보다 좋았습니다.,7
악 내눈….  이거 볼 바엔 가이리치감독 <킹아서제왕의검> 추천함. 비슷한 플롯(왕의 동생이 왕 죽이고 왕국 차지해서 가까스로 살아남은 왕자가 복수하는내용)  이것보다 백만배 재밌음,2
이거 높게 평점준사람 진짜 양심좀 있어라뜬끔없는 전개성억지스러운 감동 마코토 형 좀쉬다오자,2
"진짜 짐캐리 연기 정말 대단하다.. 너무 웃겨서 현웃 터지면서 봤어요 ㅋㅋㅋㅋ 눈물 고임 ㅠㅠ 코미디 영화 별로 안좋아하는데, 진짜 보길 너무 잘한 영화!!! 나중에 다시한번 또 볼거에요!! 가족의 소중함이라는 메세지도 새삼 너무 와닿았습니다.",10
재난으로 잃은 일상이 얼마나 소중했는지 염원하는 마음을 담아 만든 영화,6
신고,10
스즈메의 문단속후기감독 신카이 마코토너의이름은 날씨의아이 감독이다작화는 미야자키하야오 영혼까지 갈아 넣은 느낌이다 미쳤다리남주는 하울의 움직이는성 남주처럼잘생겻다 하지만 영화시작 15분만에...여주가 전부 다 해결하고 다했다지진이 나는걸 이렇게도 해석을 할수있구나 판타지 영화같으면서도 지극히 실생활 영화이다 뭔가 내가 고베 도쿄 센다이등 일본친구와 찐여행하는 기분이다 이 영화보고 일본여행이 더 가고싶어졌다 제목은 정말 잘 정한것 같다 일본판은 그대들은 어떻게 살아가야 할것인가? 인데 뭔가 난해하다 한국번역판이 확실히 더 낫다. 영화보고 그남자그여자의사정 end ost가 자꾸 생각난다 영화는 강추한다 꼭 극장에서 보길 스케일이 크니 imax 보면 대박일듯,10
3부작 중에 영상미는 최고다. 주인공이 너무 금사빠인거 빼고는 좋네,9
참새라는 노래가 역대급이였음,10
신현준배우라서 어쩔수 없이 봤다넘뻔한스토리 70년대 액션꼭보셔요,2
시가전의 총성은 가슴을 후벼판다,10
제목이 왜 데OO인지 의문이 드는 영화,3
호불호 갈린다고 하는데 개인적으로 너무 잘 본 영화 여운이 많이 남습니다,10
"참신한 설정, 뛰어난 작화에도 불구하고 빈약한 개연성과 스토리라인",6
마지막에 참수당한 최민식을 보고 이틀째 악몽에 시달리고 있습니다. 그만큼 너무 잔인하고 최민식의 연기는 정말 연기인지 실제인지 모를 정도로 잘하네요. 최민식 이병헌 둘 다 영화의 몰입감을 혼자서 끌고가는 타입인데 둘이 같이 나오니까 진짜 영화 끝날 때까지 몰입했습니다. 근데 이렇게까지 잔인하게 만들어야했나라는 의문이 들었지만 복수가 원래 잔인한거 아니겠습니까..,9
난 탑건만큼 잼던뎅 ㅎㅎㅎ,10
신고,7
선택의 중요성은 알겠어. 근데 너무 사이비 같다.,2
잔잔하게 밀려오는 애틋한 감동..작화가 너무 예쁘고 애잔해요.. 감독 특성상 인과관계가 좀 떨어지긴하지만 너무 예쁜 영화입니다. 뭉클해요,10
배우들 연기가 살린 영화입니다,8
홀로 다시 절망 속으로 들어갈 때.,10
"대충 뭐라고 말하고 싶은지는 알 것 같음. 과거의 기억들을 소중히 여기고, 내일로 힘차게 나아가길 바라는 마음에서였던 것 같음. 갠적으로 유가족에게 헌정하는 영화가 아니었나 싶다. 그들의 아픔을 딛고 또 다른 새미래를 향해 나가길 소망한다는 마음에서. 무엇보다 스즈메 혼자 해결하는 것보다는 조금 더 공동체의 힘이 필요하지 않았나 싶다. 엥? 이렇게 해결된다고? 싶어서 아쉬웠다.",8
"설정은 참신하나, 캐릭터들의 매력이 떨어짐",6
여자 레스비언 동성애를 이해하는게 모성애냐 ?에라이,1
이거보면 벨튀 마려움 노잼,2
신고,10
작화는 미쳤는데 딱거기까지 빌런처럼 나오다가 노선 변경한 냥이도 그닥 스토리는 별루,8
"록키와의 이별이 아쉽지만서도, 크리드와 앞으로가 기대되는...",8
작화가 진짜 최고입니다.. 다이진도 너무 귀엽고 ㅜ 또 보러가고 싶어요,10
"사람의 흔적이 남아있는 곳에는 그 감정도 담겨 있으며, 또 그 부분이 전달 될수도 있다는 점을 알려준 영화",8
다들 내일을 위해 살자내일 스드메 결제한다....ㅎㅎ,9
"비현실적이라 현실적이고, 혐오했기에 사랑일 수 있음을 잘 알려준 영화",7
앤트맨과 와스프에 대한 기대가 높지 않아 ㅋㅋㅋ 기대 없이 봤는데 생각보다 캉의 시대를 잘 열은 것 같아서 난 좋았음 ㅋㅋㅋ,9
"더 어린 시절에 봤을 때는 별로 공감하기 어려웠고 그래서 재미있게 볼 수 없었다. 지금 주인공과 비슷한 나이에 이르러서 다시 보니 비로소 많은 부분에서 공감할 수 있게 되었고 그래서 재미있게 봤다. 제대로 알지는 못하지만 중년의 나이에 생기는 여러가지 호르몬의 변화와 그로 인해 생기는 심리적인 또는 성격의 변화들이 쉽게 받아 들여지지 않고 그래서 생기는 우울감, 무력감 등으로 인해 다소간 삶에 회의감이 생기기도 한다. 이럴 때 뭔가 새롭게 도파민 뿜뿜 솟아나게 하는 것이 생겨서 여기에 몰입하고 빠져들 수 있다면 나쁘진 않을 것 같다. 오히려 긍정적인 면이 많을 것이란 생각도 든다. 나쁜짓만 아니라면. 더 나이들기 전에 찾아봐야겠다. 이 영화, 젊은 시절을 평범하고 무난하게 모범적으로(?) 살아 온 중년 남자들에게 좋은 영화다!",9
일단 규타로와의 전투신을 이어서 볼 수 있다는 생각으로 보러갔는데 그냥 애니를 그대로 가져다 놓아서 애니 볼 때 한번도 안 스킵하고 그대로 다음화까지 쭉 보는 느낌이어서 좀 아쉬웠어요. 근데 상현 집결하는건 진짜 영화관에서 봐서 너무 좋습니다 진짜 잘 만들었어요.,6
영상미가 너무 좋네요~~,9
양심과욕망..  보고나서 계속 친일파.독재정권. 검찰로 이어진 우리사회의 아픔을 생각하게 됩니다. 그들 내부에 양심의 꽃이 피길,10
출연진이 아깝다...돈도아깝고...시간도 아깝다.,1
보는내내 긴장감있고 스릴있어서 좋았고 김무열 건달연기때문에 반함 일단봐라 ㅋ꿀잼,10
볼 수 없었던 것을 보여주는 게 영화 아닐까 싶어요,9
그래봤자 일본. 우리나라거 안 보면 차라리 미국거를 보겠다.,1
너무 하시네요... 영원히 검정고무신을 못보게 되다니...,1
응 이거 볼바에 스즈메 10번 봄 ㅋ,1
"뜬금없는 러브라인을 제외하고는 장점이 훨씬 많은 영화입니다. 신카이 마코토 감독 특유의 영상미와 ost가 역시나 좋습니다. 항상 개연성에 대해 지적이 많은 감독이라 참고하고 봐야할 거 같습니다. 하지만 그건 1차원적 스토리만 이해하려하는 사람들의 평 같고, 숨은 뜻이나 각 등장인물들의 특징과 행동에 숨겨진 의미를 해석하며 볼 여지를 많이 남기는것이 신카이 마코토 감독 영화의 특징이니 영화상영이 끝난 후 해석까지 보면 더욱 볼 만한 영화입니다.",9
솔직히 중간에 너무 지루함. 마지막에 신파가 좀 있음. 처음에 오프닝이 다함. 좋았던건 애니가 아니라 영화를 보는듯한 자연스러운 일본의 풍경이 좋았음. 색감이나 빛깔이라던지,6
"누구나 아는 유명한배우가 나오는것도 아니고 블록버스터는 더더욱아니지만 2시간동안 지루함 없이 너무 잘봤습니다. 내용자체가 보통의 삶을 담은 영화이다 보니 삶을 되돌아보고, 앞날을 진지하게 고민하게 만드는 여운이 짙은 그런 영화 입니다.",10
연기력에 비해 아쉬운 스토리 일본것도 이럴까?,6
연출과 영상미 그리고 OST 하나만으로 볼 가치가 있는 역작,10
나리타 료라는 좋은 배우를 알게 된 것만으로도 충분한 영화,6
시작 빌드업이 영 별로네요 나머지는 좋고 재밋게 봤습니다.,8
이제부터 신카이마코토 작품은 믿고 거를거임.,1
시걸형님의 두번째 영화 근데 두번째 작품인데 이리허술해도되나?,3
"역시 신카이 마코토 감독.보는 내내 아름다운 작화에 한번 놀라고,개 지리는 OST에 또 한번 놀라고,감탄 밖에 안나오는 영상미에 또 놀라고,입이 벌어지는 연출에 놀랐다.너의 이름은 만큼의 큰 충격은 없었으나‘ 역시 신카이 마코토다. 영화관에서 보길 잘했다. 영화 재미있다. ’ 라고 생각했던 영화였다.",10
마코토 감독의 느낌 좋아하면 이것도 싫어할 수가 없음,9
최악 ....  별 하나도 아깝다 넷플에 1위 떠 있던데 왜? 왜? 왜?,2
에헤이.. 참 3기 내용이 너무 짧다. 다음부터는 무한열차처럼 새로운 이야기만 봐야지,3
스즈메가 소타를 위해 저세상에 갈 정도까지의 근거가 별로 없었다.. 그저 사랑때문에??,6
스토리 좋고 ost도 좋았음,10
재난에 대한 아픔에 성찰과 위로보단 너무 아름답게 포장하려고만 한 느낌이라 보는게 좀 불편했음  애니라 개연성은 버렸더라도 인물표현도 평이해 전체적으론 지루했음 물론 영상미는 아름답고 OST훌륭함,6
1점도 아까움 너무나도,2
와죽어쒼 연애세포와 심장이 살아남,10
신고,7
배우들 연기만 남은 영화...,1
